algorithm,phase,size_label,size_value,input_label,input_size_bytes,run,time_s,peak_memory_bytes,ciphertext_bytes
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,5,2.8301365420000195,60920,41471
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,5,1.6486173750000148,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,6,2.833318208999998,60908,41472
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,6,1.6329764580000017,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,7,2.8370908750000012,60900,41471
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,7,1.6418095840000149,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,8,2.853117540999989,60904,41471
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,8,1.642478082999986,36000,
ElGamal,encrypt,prime_bits,2048,image_50KB,20480,9,2.843069917000008,60908,41472
ElGamal,decrypt,prime_bits,2048,image_50KB,20480,9,1.6561405829999956,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,0,2.8374395419999985,60920,41471
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,0,1.6294013750000147,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,1,2.821216708999998,60912,41471
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,1,1.6326932910000096,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,2,2.8309523750000096,60916,41471
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,2,1.6461380420000182,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,3,2.8510084999999776,60908,41471
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,3,1.6410256669999796,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,4,2.8439869999999985,60928,41471
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,4,1.656901583000007,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,5,2.8366894159999845,60900,41472
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,5,1.6292581659999996,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,6,2.8211887500000046,60924,41470
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,6,1.633369832999989,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,7,2.8302702080000017,60916,41472
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,7,1.6439819169999907,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,8,2.8549659579999798,60908,41470
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,8,1.6455267080000056,36000,
ElGamal,encrypt,prime_bits,2048,audio_200KB,20480,9,2.844632125000004,60908,41471
ElGamal,decrypt,prime_bits,2048,audio_200KB,20480,9,1.6546857079999882,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,0,2.8753750829999944,60912,41471
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,0,1.6324746669999968,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,1,2.8285522079999907,60912,41472
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,1,1.6319566669999972,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,2,2.827807416000013,60908,41471
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,2,1.6374352079999994,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,3,2.8492505840000035,60920,41471
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,3,1.6454972500000054,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,4,2.8528051669999854,60908,41472
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,4,1.6360309170000278,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,5,2.8519091670000023,60912,41471
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,5,1.6363036669999929,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,6,2.804293333000004,60916,41470
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,6,1.6160750419999772,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,7,2.806770957999987,60912,41469
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,7,1.606954542000011,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,8,2.807475832999984,60912,41472
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,8,1.6284669999999721,36000,
ElGamal,encrypt,prime_bits,2048,video_1MB,20480,9,2.827274541999998,60904,41472
ElGamal,decrypt,prime_bits,2048,video_1MB,20480,9,1.61616783300002,36000,
ECC/ECDH,keygen,curve,SECP192R1,-,0,0,0.0009607499999901847,731,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,0,0.0007705840000085118,258,
ECC/ECDH,keygen,curve,SECP192R1,-,0,1,0.0006713749999960328,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,1,0.0006662920000053418,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,2,0.0006754160000070897,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,2,0.0006797910000102547,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,3,0.0006835410000007869,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,3,0.000660000000010541,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,4,0.0007056660000159809,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,4,0.0007127080000088881,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,5,0.000711875000007467,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,5,0.0006670420000034483,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,6,0.0009351669999944079,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,6,0.000684165999984998,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,7,0.0006763330000012502,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,7,0.0006621250000193868,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,8,0.0006819580000012593,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,8,0.0007131670000148915,218,
ECC/ECDH,keygen,curve,SECP192R1,-,0,9,0.0006949170000041249,120,
ECC/ECDH,key_exchange,curve,SECP192R1,-,0,9,0.0006686659999957101,218,
ECC/ECDH,keygen,curve,SECP256R1,-,0,0,0.00018504199999824777,296,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,0,8.037499998181374e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,1,2.649999998993735e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,1,8.25409999833937e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,2,2.8208000003360212e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,2,8.20839999846612e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,3,2.8125000000045475e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,3,8.491600002002997e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,4,2.7750000015203113e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,4,8.191700001702884e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,5,0.00282270799999651,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,5,0.00010333299999842893,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,6,3.395799998884286e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,6,8.504199999492812e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,7,2.941700000747005e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,7,8.445899999287576e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,8,2.6458000007778537e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,8,7.579199998986041e-05,234,
ECC/ECDH,keygen,curve,SECP256R1,-,0,9,2.59170000163067e-05,120,
ECC/ECDH,key_exchange,curve,SECP256R1,-,0,9,7.516700000564924e-05,234,
ECC/ECDH,keygen,curve,SECP384R1,-,0,0,0.0008645830000091337,296,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,0,0.002268624999999247,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,1,0.000806208000000197,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,1,0.0021591250000199125,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,2,0.0008032920000005106,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,2,0.002177790999979834,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,3,0.0007991660000072898,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,3,0.0021552910000082193,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,4,0.0007767920000105732,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,4,0.0022145830000113165,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,5,0.0008513749999963238,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,5,0.002511958000013692,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,6,0.0008239999999943848,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,6,0.0021822920000147406,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,7,0.0008235829999989619,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,7,0.002196209000004501,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,8,0.0008085829999799898,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,8,0.0021762089999981526,266,
ECC/ECDH,keygen,curve,SECP384R1,-,0,9,0.0008022499999924548,120,
ECC/ECDH,key_exchange,curve,SECP384R1,-,0,9,0.0021732920000090417,266,
ECC/ECDH,keygen,curve,SECP521R1,-,0,0,0.000572874999988926,296,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,0,0.0010807920000104332,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,1,0.0005340410000087559,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,1,0.0010253750000117634,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,2,0.0005077499999970314,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,2,0.001036999999996624,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,3,0.0005181249999850479,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,3,0.0010326250000218806,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,4,0.0005519999999989977,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,4,0.0010416249999991578,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,5,0.0005187499999976808,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,5,0.001088833000011391,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,6,0.0005215000000191594,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,6,0.001038249999993468,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,7,0.000507084000020086,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,7,0.0010572909999950753,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,8,0.0005060830000047645,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,8,0.0010226660000114407,302,
ECC/ECDH,keygen,curve,SECP521R1,-,0,9,0.0005173330000047827,120,
ECC/ECDH,key_exchange,curve,SECP521R1,-,0,9,0.0010414589999925283,302,
